"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 27 20:41:15 GMT 2021","Tue Jul 27 20:41:32 GMT 2021","17007","docs.testcases","test_CON_TC22_Cookie","","","","test_CON_TC22_Cookie",""
"passed","Tue Jul 27 20:40:38 GMT 2021","Tue Jul 27 20:40:49 GMT 2021","10878","docs.testcases","test_CON_TC03_Logout","","","","test_CON_TC03_Logout",""
"passed","Tue Jul 27 20:41:32 GMT 2021","Tue Jul 27 20:41:42 GMT 2021","9749","docs.testcases","test_CON_TC23_Pages","","","","test_CON_TC23_Pages",""
"passed","Tue Jul 27 20:41:42 GMT 2021","Tue Jul 27 20:41:52 GMT 2021","9889","docs.testcases","test_CON_TC24_DataList","","","","test_CON_TC24_DataList",""
"passed","Tue Jul 27 20:40:49 GMT 2021","Tue Jul 27 20:41:15 GMT 2021","26272","docs.testcases","test_CON_TC05_NewPost","","","","test_CON_TC05_NewPost",""
"passed","Tue Jul 27 20:39:49 GMT 2021","Tue Jul 27 20:40:21 GMT 2021","32039","docs.testcases","test_CON_TC01_Reg","","","","test_CON_TC01_Reg",""
"passed","Tue Jul 27 20:41:52 GMT 2021","Tue Jul 27 20:42:15 GMT 2021","23023","docs.testcases","test_CON_TC26_DataModify","","","","test_CON_TC26_DataList",""
"passed","Tue Jul 27 20:40:21 GMT 2021","Tue Jul 27 20:40:38 GMT 2021","16933","docs.testcases","test_CON_TC02_Login","","","","test_CON_TC02_Login",""
"passed","Tue Jul 27 20:42:15 GMT 2021","Tue Jul 27 20:43:09 GMT 2021","54075","docs.testcases","test_CON_TC27_DataDelete","","","","test_CON_TC27_DataDelete",""
"passed","Tue Jul 27 20:43:09 GMT 2021","Tue Jul 27 20:45:12 GMT 2021","122497","docs.testcases","test_CON_TC28_ManyArticle","","","","test_CON_TC28_ManyArticle",""
