"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 12:35:54 GMT 2021","Thu Aug 05 12:36:16 GMT 2021","22268","docs.testcases","test_CON_TC26_DataModify","","","","test_CON_TC26_DataList",""
"passed","Thu Aug 05 12:34:40 GMT 2021","Thu Aug 05 12:35:09 GMT 2021","28589","docs.testcases","test_CON_TC22_Cookie","","","","test_CON_TC22_Cookie",""
"passed","Thu Aug 05 12:33:49 GMT 2021","Thu Aug 05 12:34:05 GMT 2021","16014","docs.testcases","test_CON_TC02_Login","","","","test_CON_TC02_Login",""
"passed","Thu Aug 05 12:35:30 GMT 2021","Thu Aug 05 12:35:42 GMT 2021","12093","docs.testcases","test_CON_TC24_DataList","","","","test_CON_TC24_DataList",""
"passed","Thu Aug 05 12:34:05 GMT 2021","Thu Aug 05 12:34:15 GMT 2021","10229","docs.testcases","test_CON_TC03_Logout","","","","test_CON_TC03_Logout",""
"passed","Thu Aug 05 12:35:09 GMT 2021","Thu Aug 05 12:35:30 GMT 2021","21190","docs.testcases","test_CON_TC23_Pages","","","","test_CON_TC23_Pages",""
"passed","Thu Aug 05 12:34:15 GMT 2021","Thu Aug 05 12:34:40 GMT 2021","25509","docs.testcases","test_CON_TC05_NewPost","","","","test_CON_TC05_NewPost",""
"passed","Thu Aug 05 12:36:16 GMT 2021","Thu Aug 05 12:37:10 GMT 2021","54425","docs.testcases","test_CON_TC27_DataDelete","","","","test_CON_TC27_DataDelete",""
"passed","Thu Aug 05 12:33:08 GMT 2021","Thu Aug 05 12:33:49 GMT 2021","40881","docs.testcases","test_CON_TC01_Reg","","","","test_CON_TC01_Reg",""
"passed","Thu Aug 05 12:37:10 GMT 2021","Thu Aug 05 12:39:14 GMT 2021","123261","docs.testcases","test_CON_TC28_ManyArticle","","","","test_CON_TC28_ManyArticle",""
"passed","Thu Aug 05 12:35:42 GMT 2021","Thu Aug 05 12:35:54 GMT 2021","11272","docs.testcases","test_CON_TC25_DataBackup","","","","test_CON_TC25_DataBackup",""
