"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 12:54:52 GMT 2021","Thu Aug 05 12:55:03 GMT 2021","11019","docs.testcases","test_CON_TC25_DataBackup","","","","test_CON_TC25_DataBackup",""
"passed","Thu Aug 05 12:53:16 GMT 2021","Thu Aug 05 12:53:26 GMT 2021","9864","docs.testcases","test_CON_TC03_Logout","","","","test_CON_TC03_Logout",""
"passed","Thu Aug 05 12:54:21 GMT 2021","Thu Aug 05 12:54:41 GMT 2021","19917","docs.testcases","test_CON_TC23_Pages","","","","test_CON_TC23_Pages",""
"passed","Thu Aug 05 12:52:20 GMT 2021","Thu Aug 05 12:53:00 GMT 2021","39187","docs.testcases","test_CON_TC01_Reg","","","","test_CON_TC01_Reg",""
"passed","Thu Aug 05 12:56:20 GMT 2021","Thu Aug 05 12:58:22 GMT 2021","122520","docs.testcases","test_CON_TC28_ManyArticle","","","","test_CON_TC28_ManyArticle",""
"passed","Thu Aug 05 12:53:26 GMT 2021","Thu Aug 05 12:53:53 GMT 2021","26217","docs.testcases","test_CON_TC05_NewPost","","","","test_CON_TC05_NewPost",""
"passed","Thu Aug 05 12:53:53 GMT 2021","Thu Aug 05 12:54:21 GMT 2021","28279","docs.testcases","test_CON_TC22_Cookie","","","","test_CON_TC22_Cookie",""
"passed","Thu Aug 05 12:54:41 GMT 2021","Thu Aug 05 12:54:52 GMT 2021","10824","docs.testcases","test_CON_TC24_DataList","","","","test_CON_TC24_DataList",""
"passed","Thu Aug 05 12:55:26 GMT 2021","Thu Aug 05 12:56:20 GMT 2021","53980","docs.testcases","test_CON_TC27_DataDelete","","","","test_CON_TC27_DataDelete",""
"passed","Thu Aug 05 12:53:00 GMT 2021","Thu Aug 05 12:53:16 GMT 2021","16803","docs.testcases","test_CON_TC02_Login","","","","test_CON_TC02_Login",""
"passed","Thu Aug 05 12:55:03 GMT 2021","Thu Aug 05 12:55:26 GMT 2021","22965","docs.testcases","test_CON_TC26_DataModify","","","","test_CON_TC26_DataList",""
